599,I,I,Br,Cs,THTO
600,I,I,Br,Cs,nitromethane
601,I,I,Cl,MA,dmso
602,I,I,Cl,MA,DMF
603,I,I,Cl,MA,nmp
604,I,I,Cl,MA,gbl
605,I,I,Cl,MA,acetone
606,I,I,Cl,MA,methacrolein
607,I,I,Cl,MA,THTO
608,I,I,Cl,MA,nitromethane
609,I,I,Cl,FA,dmso
610,I,I,Cl,FA,DMF
611,I,I,Cl,FA,nmp
612,I,I,Cl,FA,gbl
613,I,I,Cl,FA,acetone
614,I,I,Cl,FA,methacrolein
615,I,I,Cl,FA,THTO
616,I,I,Cl,FA,nitromethane
617,I,I,Cl,Cs,dmso
618,I,I,Cl,Cs,DMF
619,I,I,Cl,Cs,nmp
620,I,I,Cl,Cs,gbl
621,I,I,Cl,Cs,acetone
622,I,I,Cl,Cs,methacrolein
623,I,I,Cl,Cs,THTO
624,I,I,Cl,Cs,nitromethane
625,I,I,I,MA,dmso
626,I,I,I,MA,DMF
627,I,I,I,MA,nmp
628,I,I,I,MA,gbl
629,I,I,I,MA,acetone
630,I,I,I,MA,methacrolein
631,I,I,I,MA,THTO
632,I,I,I,MA,nitromethane
633,I,I,I,FA,dmso
634,I,I,I,FA,DMF
635,I,I,I,FA,nmp
636,I,I,I,FA,gbl
637,I,I,I,FA,acetone
638,I,I,I,FA,methacrolein
639,I,I,I,FA,THTO
640,I,I,I,FA,nitromethane
641,I,I,I,Cs,dmso
642,I,I,I,Cs,DMF
643,I,I,I,Cs,nmp
644,I,I,I,Cs,gbl
645,I,I,I,Cs,acetone
646,I,I,I,Cs,methacrolein
647,I,I,I,Cs,THTO
648,I,I,I,Cs,nitromethane
